"","Year","datatopic","peryear_indicators"
"3477",2010,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3478",2010,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3479",2010,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3480",2010,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3481",2010,"Economic Policy & Debt: Official development assistance",58
"3482",2010,"Economic Policy & Debt: Purchasing power parity",13
"3483",2010,"Education: Efficiency",21
"3484",2010,"Education: Inputs",42
"3485",2010,"Education: Outcomes",40
"3486",2010,"Education: Participation",44
"3487",2010,"Employment and Time Use",1
"3488",2010,"Environment: Agricultural production",11
"3489",2010,"Environment: Density & urbanization",12
"3490",2010,"Environment: Emissions",5
"3491",2010,"Environment: Energy production & use",27
"3492",2010,"Environment: Freshwater",9
"3493",2010,"Environment: Land use",12
"3494",2010,"Environment: Natural resources contribution to GDP",6
"3495",2010,"Financial Sector: Access",4
"3496",2010,"Financial Sector: Assets",14
"3497",2010,"Financial Sector: Capital markets",7
"3498",2010,"Financial Sector: Exchange rates & prices",10
"3499",2010,"Financial Sector: Interest rates",5
"3500",2010,"Financial Sector: Monetary holdings (liabilities)",4
"3501",2010,"Gender: Agency",2
"3502",2010,"Gender: Health",7
"3503",2010,"Gender: Participation & access",2
"3504",2010,"Gender: Public life & decision making",3
"3505",2010,"Health: Disease prevention",27
"3506",2010,"Health: Health systems",23
"3507",2010,"Health: Mortality",35
"3508",2010,"Health: Nutrition",26
"3509",2010,"Health: Population: Dynamics",13
"3510",2010,"Health: Population: Structure",58
"3511",2010,"Health: Reproductive health",16
"3512",2010,"Health: Risk factors",31
"3513",2010,"Health: Universal Health Coverage",12
"3514",2010,"Infrastructure: Communications",15
"3515",2010,"Infrastructure: Technology",13
"3516",2010,"Infrastructure: Transportation",8
"3517",2010,"Poverty: Income distribution",9
"3518",2010,"Poverty: Poverty rates",9
"3519",2010,"Poverty: Shared prosperity",5
"3520",2010,"Private Sector & Trade: Business environment",50
"3521",2010,"Private Sector & Trade: Exports",23
"3522",2010,"Private Sector & Trade: Imports",23
"3523",2010,"Private Sector & Trade: Private infrastructure investment",7
"3524",2010,"Private Sector & Trade: Total merchandise trade",1
"3525",2010,"Private Sector & Trade: Trade facilitation",8
"3526",2010,"Private Sector & Trade: Trade price indices",2
"3527",2010,"Private Sector & Trade: Travel & tourism",10
"3528",2010,"Public Sector: Conflict & fragility",7
"3529",2010,"Public Sector: Defense & arms trade",8
"3530",2010,"Public Sector: Government finance",1
"3531",2010,"Public Sector: Government finance: Deficit & financing",10
"3532",2010,"Public Sector: Government finance: Expense",13
"3533",2010,"Public Sector: Government finance: Revenue",22
"3534",2010,"Public Sector: Policy & institutions",68
"3535",2010,"Social Protection & Labor: Economic activity",74
"3536",2010,"Social Protection & Labor: Labor force structure",28
"3537",2010,"Social Protection & Labor: Migration",5
"3538",2010,"Social Protection & Labor: Performance",27
"3539",2010,"Social Protection & Labor: Unemployment",27
"3540",2010,"Trade",30
"3541",2011,"",43
"3542",2011,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3543",2011,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3544",2011,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3545",2011,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3546",2011,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3547",2011,"Economic Policy & Debt: External debt: Debt outstanding",9
"3548",2011,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3549",2011,"Economic Policy & Debt: External debt: Debt service",5
"3550",2011,"Economic Policy & Debt: External debt: Net flows",20
"3551",2011,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3552",2011,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3553",2011,"Economic Policy & Debt: National accounts: Growth rates",16
"3554",2011,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"3555",2011,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3556",2011,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3557",2011,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3558",2011,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3559",2011,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3560",2011,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3561",2011,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3562",2011,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3563",2011,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3564",2011,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3565",2011,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3566",2011,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3567",2011,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3568",2011,"Economic Policy & Debt: Official development assistance",61
"3569",2011,"Economic Policy & Debt: Purchasing power parity",13
"3570",2011,"Education: Efficiency",21
"3571",2011,"Education: Inputs",42
"3572",2011,"Education: Outcomes",49
"3573",2011,"Education: Participation",44
"3574",2011,"Employment and Time Use",1
"3575",2011,"Environment: Agricultural production",11
"3576",2011,"Environment: Density & urbanization",11
"3577",2011,"Environment: Emissions",5
"3578",2011,"Environment: Energy production & use",27
"3579",2011,"Environment: Freshwater",9
"3580",2011,"Environment: Land use",13
"3581",2011,"Environment: Natural resources contribution to GDP",6
"3582",2011,"Financial Sector: Access",13
"3583",2011,"Financial Sector: Assets",14
"3584",2011,"Financial Sector: Capital markets",7
"3585",2011,"Financial Sector: Exchange rates & prices",10
"3586",2011,"Financial Sector: Interest rates",5
"3587",2011,"Financial Sector: Monetary holdings (liabilities)",4
"3588",2011,"Gender: Agency",2
"3589",2011,"Gender: Health",7
"3590",2011,"Gender: Participation & access",2
"3591",2011,"Gender: Public life & decision making",3
"3592",2011,"Health: Disease prevention",27
"3593",2011,"Health: Health systems",23
"3594",2011,"Health: Mortality",35
"3595",2011,"Health: Nutrition",26
"3596",2011,"Health: Population: Dynamics",13
"3597",2011,"Health: Population: Structure",58
"3598",2011,"Health: Reproductive health",16
"3599",2011,"Health: Risk factors",26
"3600",2011,"Health: Universal Health Coverage",11
"3601",2011,"Infrastructure: Communications",15
"3602",2011,"Infrastructure: Technology",13
"3603",2011,"Infrastructure: Transportation",8
"3604",2011,"Poverty: Income distribution",9
"3605",2011,"Poverty: Poverty rates",10
"3606",2011,"Poverty: Shared prosperity",5
"3607",2011,"Private Sector & Trade: Business environment",49
"3608",2011,"Private Sector & Trade: Exports",23
"3609",2011,"Private Sector & Trade: Imports",23
"3610",2011,"Private Sector & Trade: Private infrastructure investment",8
"3611",2011,"Private Sector & Trade: Total merchandise trade",1
"3612",2011,"Private Sector & Trade: Trade price indices",2
"3613",2011,"Private Sector & Trade: Travel & tourism",10
"3614",2011,"Public Sector: Conflict & fragility",7
"3615",2011,"Public Sector: Defense & arms trade",8
"3616",2011,"Public Sector: Government finance",1
"3617",2011,"Public Sector: Government finance: Deficit & financing",10
"3618",2011,"Public Sector: Government finance: Expense",13
"3619",2011,"Public Sector: Government finance: Revenue",22
"3620",2011,"Public Sector: Policy & institutions",59
"3621",2011,"Social Protection & Labor: Economic activity",74
"3622",2011,"Social Protection & Labor: Labor force structure",28
"3623",2011,"Social Protection & Labor: Migration",3
"3624",2011,"Social Protection & Labor: Performance",27
"3625",2011,"Social Protection & Labor: Unemployment",27
"3626",2011,"Trade",29
"3627",2012,"",43
"3628",2012,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3629",2012,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3630",2012,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3631",2012,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3632",2012,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3633",2012,"Economic Policy & Debt: External debt: Debt outstanding",9
"3634",2012,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3635",2012,"Economic Policy & Debt: External debt: Debt service",5
"3636",2012,"Economic Policy & Debt: External debt: Net flows",20
"3637",2012,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3638",2012,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3639",2012,"Economic Policy & Debt: National accounts: Growth rates",16
"3640",2012,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"3641",2012,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3642",2012,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3643",2012,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3644",2012,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3645",2012,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3646",2012,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3647",2012,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3648",2012,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3649",2012,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3650",2012,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3651",2012,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3652",2012,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3653",2012,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3654",2012,"Economic Policy & Debt: Official development assistance",60
"3655",2012,"Economic Policy & Debt: Purchasing power parity",13
"3656",2012,"Education: Efficiency",21
"3657",2012,"Education: Inputs",42
"3658",2012,"Education: Outcomes",49
"3659",2012,"Education: Participation",44
"3660",2012,"Employment and Time Use",1
"3661",2012,"Environment: Agricultural production",11
"3662",2012,"Environment: Density & urbanization",12
"3663",2012,"Environment: Emissions",5
"3664",2012,"Environment: Energy production & use",27
"3665",2012,"Environment: Freshwater",9
"3666",2012,"Environment: Land use",12
"3667",2012,"Environment: Natural resources contribution to GDP",6
"3668",2012,"Financial Sector: Access",4
"3669",2012,"Financial Sector: Assets",14
"3670",2012,"Financial Sector: Capital markets",7
"3671",2012,"Financial Sector: Exchange rates & prices",10
"3672",2012,"Financial Sector: Interest rates",5
"3673",2012,"Financial Sector: Monetary holdings (liabilities)",4
"3674",2012,"Gender: Agency",2
"3675",2012,"Gender: Health",7
"3676",2012,"Gender: Participation & access",2
"3677",2012,"Gender: Public life & decision making",3
"3678",2012,"Health: Disease prevention",27
"3679",2012,"Health: Health systems",23
"3680",2012,"Health: Mortality",35
"3681",2012,"Health: Nutrition",26
"3682",2012,"Health: Population: Dynamics",13
"3683",2012,"Health: Population: Structure",58
"3684",2012,"Health: Reproductive health",16
"3685",2012,"Health: Risk factors",25
"3686",2012,"Health: Universal Health Coverage",11
"3687",2012,"Infrastructure: Communications",15
"3688",2012,"Infrastructure: Technology",13
"3689",2012,"Infrastructure: Transportation",8
"3690",2012,"Poverty: Income distribution",9
"3691",2012,"Poverty: Poverty rates",10
"3692",2012,"Poverty: Shared prosperity",5
"3693",2012,"Private Sector & Trade: Business environment",49
"3694",2012,"Private Sector & Trade: Exports",23
"3695",2012,"Private Sector & Trade: Imports",23
"3696",2012,"Private Sector & Trade: Private infrastructure investment",8
"3697",2012,"Private Sector & Trade: Total merchandise trade",1
"3698",2012,"Private Sector & Trade: Trade facilitation",8
"3699",2012,"Private Sector & Trade: Trade price indices",2
"3700",2012,"Private Sector & Trade: Travel & tourism",10
"3701",2012,"Public Sector: Conflict & fragility",7
"3702",2012,"Public Sector: Defense & arms trade",8
"3703",2012,"Public Sector: Government finance",1
"3704",2012,"Public Sector: Government finance: Deficit & financing",10
"3705",2012,"Public Sector: Government finance: Expense",13
"3706",2012,"Public Sector: Government finance: Revenue",22
"3707",2012,"Public Sector: Policy & institutions",59
"3708",2012,"Social Protection & Labor: Economic activity",74
"3709",2012,"Social Protection & Labor: Labor force structure",28
"3710",2012,"Social Protection & Labor: Migration",3
"3711",2012,"Social Protection & Labor: Performance",27
"3712",2012,"Social Protection & Labor: Unemployment",27
"3713",2012,"Trade",30
"3714",2013,"",43
"3715",2013,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3716",2013,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3717",2013,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3718",2013,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3719",2013,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3720",2013,"Economic Policy & Debt: External debt: Debt outstanding",9
"3721",2013,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3722",2013,"Economic Policy & Debt: External debt: Debt service",5
"3723",2013,"Economic Policy & Debt: External debt: Net flows",20
"3724",2013,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3725",2013,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3726",2013,"Economic Policy & Debt: National accounts: Growth rates",16
"3727",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"3728",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3729",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3730",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3731",2013,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3732",2013,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3733",2013,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3734",2013,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3735",2013,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3736",2013,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3737",2013,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3738",2013,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3739",2013,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3740",2013,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3741",2013,"Economic Policy & Debt: Official development assistance",61
"3742",2013,"Economic Policy & Debt: Purchasing power parity",13
"3743",2013,"Education: Efficiency",21
"3744",2013,"Education: Inputs",42
"3745",2013,"Education: Outcomes",49
"3746",2013,"Education: Participation",44
"3747",2013,"Employment and Time Use",1
"3748",2013,"Environment: Agricultural production",11
"3749",2013,"Environment: Density & urbanization",11
"3750",2013,"Environment: Emissions",5
"3751",2013,"Environment: Energy production & use",27
"3752",2013,"Environment: Freshwater",9
"3753",2013,"Environment: Land use",12
"3754",2013,"Environment: Natural resources contribution to GDP",6
"3755",2013,"Financial Sector: Access",4
"3756",2013,"Financial Sector: Assets",14
"3757",2013,"Financial Sector: Capital markets",7
"3758",2013,"Financial Sector: Exchange rates & prices",10
"3759",2013,"Financial Sector: Interest rates",5
"3760",2013,"Financial Sector: Monetary holdings (liabilities)",4
"3761",2013,"Gender: Agency",2
"3762",2013,"Gender: Health",7
"3763",2013,"Gender: Participation & access",2
"3764",2013,"Gender: Public life & decision making",3
"3765",2013,"Health: Disease prevention",27
"3766",2013,"Health: Health systems",23
"3767",2013,"Health: Mortality",35
"3768",2013,"Health: Nutrition",26
"3769",2013,"Health: Population: Dynamics",13
"3770",2013,"Health: Population: Structure",58
"3771",2013,"Health: Reproductive health",16
"3772",2013,"Health: Risk factors",25
"3773",2013,"Health: Universal Health Coverage",11
"3774",2013,"Infrastructure: Communications",15
"3775",2013,"Infrastructure: Technology",13
"3776",2013,"Infrastructure: Transportation",8
"3777",2013,"Poverty: Income distribution",9
"3778",2013,"Poverty: Poverty rates",10
"3779",2013,"Poverty: Shared prosperity",5
"3780",2013,"Private Sector & Trade: Business environment",51
"3781",2013,"Private Sector & Trade: Exports",23
"3782",2013,"Private Sector & Trade: Imports",23
"3783",2013,"Private Sector & Trade: Private infrastructure investment",8
"3784",2013,"Private Sector & Trade: Total merchandise trade",1
"3785",2013,"Private Sector & Trade: Trade price indices",2
"3786",2013,"Private Sector & Trade: Travel & tourism",10
"3787",2013,"Public Sector: Conflict & fragility",7
"3788",2013,"Public Sector: Defense & arms trade",8
"3789",2013,"Public Sector: Government finance",1
"3790",2013,"Public Sector: Government finance: Deficit & financing",10
"3791",2013,"Public Sector: Government finance: Expense",13
"3792",2013,"Public Sector: Government finance: Revenue",22
"3793",2013,"Public Sector: Policy & institutions",59
"3794",2013,"Social Protection & Labor: Economic activity",74
"3795",2013,"Social Protection & Labor: Labor force structure",28
"3796",2013,"Social Protection & Labor: Migration",3
"3797",2013,"Social Protection & Labor: Performance",27
"3798",2013,"Social Protection & Labor: Unemployment",27
"3799",2013,"Trade",29
"3800",2014,"",43
"3801",2014,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3802",2014,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3803",2014,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3804",2014,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3805",2014,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3806",2014,"Economic Policy & Debt: External debt: Debt outstanding",9
"3807",2014,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3808",2014,"Economic Policy & Debt: External debt: Debt service",5
"3809",2014,"Economic Policy & Debt: External debt: Net flows",20
"3810",2014,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3811",2014,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3812",2014,"Economic Policy & Debt: National accounts: Growth rates",16
"3813",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"3814",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3815",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3816",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3817",2014,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3818",2014,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3819",2014,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3820",2014,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3821",2014,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3822",2014,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3823",2014,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3824",2014,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3825",2014,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3826",2014,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3827",2014,"Economic Policy & Debt: Official development assistance",60
"3828",2014,"Economic Policy & Debt: Purchasing power parity",13
"3829",2014,"Education: Efficiency",21
"3830",2014,"Education: Inputs",42
"3831",2014,"Education: Outcomes",49
"3832",2014,"Education: Participation",44
"3833",2014,"Employment and Time Use",1
"3834",2014,"Environment: Agricultural production",11
"3835",2014,"Environment: Density & urbanization",12
"3836",2014,"Environment: Emissions",5
"3837",2014,"Environment: Energy production & use",27
"3838",2014,"Environment: Freshwater",9
"3839",2014,"Environment: Land use",12
"3840",2014,"Environment: Natural resources contribution to GDP",6
"3841",2014,"Financial Sector: Access",13
"3842",2014,"Financial Sector: Assets",14
"3843",2014,"Financial Sector: Capital markets",7
"3844",2014,"Financial Sector: Exchange rates & prices",10
"3845",2014,"Financial Sector: Interest rates",5
"3846",2014,"Financial Sector: Monetary holdings (liabilities)",4
"3847",2014,"Gender: Agency",2
"3848",2014,"Gender: Health",7
"3849",2014,"Gender: Participation & access",2
"3850",2014,"Gender: Public life & decision making",3
"3851",2014,"Health: Disease prevention",27
"3852",2014,"Health: Health systems",23
"3853",2014,"Health: Mortality",35
"3854",2014,"Health: Nutrition",26
"3855",2014,"Health: Population: Dynamics",13
"3856",2014,"Health: Population: Structure",58
"3857",2014,"Health: Reproductive health",16
"3858",2014,"Health: Risk factors",25
"3859",2014,"Health: Universal Health Coverage",11
"3860",2014,"Infrastructure: Communications",15
"3861",2014,"Infrastructure: Technology",13
"3862",2014,"Infrastructure: Transportation",8
"3863",2014,"Poverty: Income distribution",9
"3864",2014,"Poverty: Poverty rates",10
"3865",2014,"Poverty: Shared prosperity",5
"3866",2014,"Private Sector & Trade: Business environment",51
"3867",2014,"Private Sector & Trade: Exports",23
"3868",2014,"Private Sector & Trade: Imports",23
"3869",2014,"Private Sector & Trade: Private infrastructure investment",8
"3870",2014,"Private Sector & Trade: Total merchandise trade",1
"3871",2014,"Private Sector & Trade: Trade facilitation",16
"3872",2014,"Private Sector & Trade: Trade price indices",2
"3873",2014,"Private Sector & Trade: Travel & tourism",10
"3874",2014,"Public Sector: Conflict & fragility",7
"3875",2014,"Public Sector: Defense & arms trade",8
"3876",2014,"Public Sector: Government finance",1
"3877",2014,"Public Sector: Government finance: Deficit & financing",10
"3878",2014,"Public Sector: Government finance: Expense",13
"3879",2014,"Public Sector: Government finance: Revenue",22
"3880",2014,"Public Sector: Policy & institutions",59
"3881",2014,"Social Protection & Labor: Economic activity",74
"3882",2014,"Social Protection & Labor: Labor force structure",28
"3883",2014,"Social Protection & Labor: Migration",3
"3884",2014,"Social Protection & Labor: Performance",27
"3885",2014,"Social Protection & Labor: Unemployment",27
"3886",2014,"Trade",30
"3887",2015,"",43
"3888",2015,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3889",2015,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3890",2015,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3891",2015,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3892",2015,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3893",2015,"Economic Policy & Debt: External debt: Debt outstanding",9
"3894",2015,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3895",2015,"Economic Policy & Debt: External debt: Debt service",5
"3896",2015,"Economic Policy & Debt: External debt: Net flows",20
"3897",2015,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3898",2015,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3899",2015,"Economic Policy & Debt: National accounts: Growth rates",16
"3900",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"3901",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3902",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3903",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3904",2015,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3905",2015,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3906",2015,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3907",2015,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3908",2015,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3909",2015,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3910",2015,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3911",2015,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3912",2015,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3913",2015,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3914",2015,"Economic Policy & Debt: Official development assistance",60
"3915",2015,"Economic Policy & Debt: Purchasing power parity",13
"3916",2015,"Education: Efficiency",21
"3917",2015,"Education: Inputs",42
"3918",2015,"Education: Outcomes",49
"3919",2015,"Education: Participation",44
"3920",2015,"Employment and Time Use",1
"3921",2015,"Environment: Agricultural production",11
"3922",2015,"Environment: Density & urbanization",11
"3923",2015,"Environment: Emissions",5
"3924",2015,"Environment: Energy production & use",26
"3925",2015,"Environment: Freshwater",9
"3926",2015,"Environment: Land use",22
"3927",2015,"Environment: Natural resources contribution to GDP",6
"3928",2015,"Financial Sector: Access",4
"3929",2015,"Financial Sector: Assets",14
"3930",2015,"Financial Sector: Capital markets",7
"3931",2015,"Financial Sector: Exchange rates & prices",10
"3932",2015,"Financial Sector: Interest rates",5
"3933",2015,"Financial Sector: Monetary holdings (liabilities)",4
"3934",2015,"Gender: Agency",2
"3935",2015,"Gender: Health",7
"3936",2015,"Gender: Participation & access",2
"3937",2015,"Gender: Public life & decision making",3
"3938",2015,"Health",2
"3939",2015,"Health: Disease prevention",26
"3940",2015,"Health: Health systems",23
"3941",2015,"Health: Mortality",35
"3942",2015,"Health: Nutrition",26
"3943",2015,"Health: Population: Dynamics",13
"3944",2015,"Health: Population: Structure",58
"3945",2015,"Health: Reproductive health",16
"3946",2015,"Health: Risk factors",31
"3947",2015,"Health: Universal Health Coverage",12
"3948",2015,"Infrastructure: Communications",15
"3949",2015,"Infrastructure: Technology",13
"3950",2015,"Infrastructure: Transportation",8
"3951",2015,"Poverty: Income distribution",9
"3952",2015,"Poverty: Poverty rates",10
"3953",2015,"Poverty: Shared prosperity",5
"3954",2015,"Private Sector & Trade: Business environment",52
"3955",2015,"Private Sector & Trade: Exports",23
"3956",2015,"Private Sector & Trade: Imports",23
"3957",2015,"Private Sector & Trade: Private infrastructure investment",8
"3958",2015,"Private Sector & Trade: Total merchandise trade",1
"3959",2015,"Private Sector & Trade: Trade facilitation",8
"3960",2015,"Private Sector & Trade: Trade price indices",2
"3961",2015,"Private Sector & Trade: Travel & tourism",10
"3962",2015,"Public Sector: Conflict & fragility",7
"3963",2015,"Public Sector: Defense & arms trade",8
"3964",2015,"Public Sector: Government finance",1
"3965",2015,"Public Sector: Government finance: Deficit & financing",10
"3966",2015,"Public Sector: Government finance: Expense",13
"3967",2015,"Public Sector: Government finance: Revenue",22
"3968",2015,"Public Sector: Policy & institutions",60
"3969",2015,"Social Protection & Labor: Economic activity",74
"3970",2015,"Social Protection & Labor: Labor force structure",28
"3971",2015,"Social Protection & Labor: Migration",5
"3972",2015,"Social Protection & Labor: Performance",27
"3973",2015,"Social Protection & Labor: Unemployment",27
"3974",2015,"Trade",29
"3975",2016,"",43
"3976",2016,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3977",2016,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3978",2016,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3979",2016,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3980",2016,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3981",2016,"Economic Policy & Debt: External debt: Debt outstanding",9
"3982",2016,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3983",2016,"Economic Policy & Debt: External debt: Debt service",5
"3984",2016,"Economic Policy & Debt: External debt: Net flows",20
"3985",2016,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3986",2016,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3987",2016,"Economic Policy & Debt: National accounts: Growth rates",16
"3988",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"3989",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
