"","Year","datatopic","peryear_indicators"
"3609",2012,"Environment: Density & urbanization",12
"3610",2012,"Environment: Emissions",48
"3611",2012,"Environment: Energy production & use",27
"3612",2012,"Environment: Freshwater",9
"3613",2012,"Environment: Land use",12
"3614",2012,"Environment: Natural resources contribution to GDP",6
"3615",2012,"Financial Sector: Access",4
"3616",2012,"Financial Sector: Assets",14
"3617",2012,"Financial Sector: Capital markets",7
"3618",2012,"Financial Sector: Exchange rates & prices",10
"3619",2012,"Financial Sector: Interest rates",5
"3620",2012,"Financial Sector: Monetary holdings (liabilities)",4
"3621",2012,"Gender: Agency",2
"3622",2012,"Gender: Health",7
"3623",2012,"Gender: Participation & access",2
"3624",2012,"Gender: Public life & decision making",3
"3625",2012,"Health: Disease prevention",27
"3626",2012,"Health: Health systems",23
"3627",2012,"Health: Mortality",35
"3628",2012,"Health: Nutrition",30
"3629",2012,"Health: Population: Dynamics",13
"3630",2012,"Health: Population: Structure",58
"3631",2012,"Health: Reproductive health",16
"3632",2012,"Health: Risk factors",25
"3633",2012,"Health: Universal Health Coverage",11
"3634",2012,"Infrastructure: Communications",15
"3635",2012,"Infrastructure: Technology",13
"3636",2012,"Infrastructure: Transportation",8
"3637",2012,"Poverty: Income distribution",9
"3638",2012,"Poverty: Poverty rates",10
"3639",2012,"Poverty: Shared prosperity",5
"3640",2012,"Private Sector & Trade: Business environment",24
"3641",2012,"Private Sector & Trade: Exports",23
"3642",2012,"Private Sector & Trade: Imports",23
"3643",2012,"Private Sector & Trade: Private infrastructure investment",8
"3644",2012,"Private Sector & Trade: Total merchandise trade",1
"3645",2012,"Private Sector & Trade: Trade facilitation",8
"3646",2012,"Private Sector & Trade: Trade price indices",2
"3647",2012,"Private Sector & Trade: Travel & tourism",10
"3648",2012,"Public Sector: Conflict & fragility",6
"3649",2012,"Public Sector: Defense & arms trade",8
"3650",2012,"Public Sector: Government finance",1
"3651",2012,"Public Sector: Government finance: Deficit & financing",10
"3652",2012,"Public Sector: Government finance: Expense",13
"3653",2012,"Public Sector: Government finance: Revenue",22
"3654",2012,"Public Sector: Policy & institutions",59
"3655",2012,"Social Protection & Labor: Economic activity",74
"3656",2012,"Social Protection & Labor: Labor force structure",28
"3657",2012,"Social Protection & Labor: Migration",9
"3658",2012,"Social Protection & Labor: Performance",27
"3659",2012,"Social Protection & Labor: Unemployment",27
"3660",2012,"Trade",24
"3661",2013,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3662",2013,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3663",2013,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3664",2013,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3665",2013,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3666",2013,"Economic Policy & Debt: External debt: Debt outstanding",9
"3667",2013,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3668",2013,"Economic Policy & Debt: External debt: Debt service",5
"3669",2013,"Economic Policy & Debt: External debt: Net flows",20
"3670",2013,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3671",2013,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3672",2013,"Economic Policy & Debt: National accounts: Growth rates",16
"3673",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"3674",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3675",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3676",2013,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3677",2013,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3678",2013,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3679",2013,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3680",2013,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3681",2013,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3682",2013,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3683",2013,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3684",2013,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3685",2013,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3686",2013,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3687",2013,"Economic Policy & Debt: Official development assistance",61
"3688",2013,"Economic Policy & Debt: Purchasing power parity",13
"3689",2013,"Education: Efficiency",21
"3690",2013,"Education: Inputs",42
"3691",2013,"Education: Outcomes",49
"3692",2013,"Education: Participation",44
"3693",2013,"Employment and Time Use",1
"3694",2013,"Environment: Agricultural production",11
"3695",2013,"Environment: Biodiversity & protected areas",3
"3696",2013,"Environment: Density & urbanization",11
"3697",2013,"Environment: Emissions",48
"3698",2013,"Environment: Energy production & use",27
"3699",2013,"Environment: Freshwater",9
"3700",2013,"Environment: Land use",12
"3701",2013,"Environment: Natural resources contribution to GDP",6
"3702",2013,"Financial Sector: Access",4
"3703",2013,"Financial Sector: Assets",14
"3704",2013,"Financial Sector: Capital markets",7
"3705",2013,"Financial Sector: Exchange rates & prices",10
"3706",2013,"Financial Sector: Interest rates",5
"3707",2013,"Financial Sector: Monetary holdings (liabilities)",4
"3708",2013,"Gender: Agency",2
"3709",2013,"Gender: Health",7
"3710",2013,"Gender: Participation & access",2
"3711",2013,"Gender: Public life & decision making",3
"3712",2013,"Health: Disease prevention",27
"3713",2013,"Health: Health systems",23
"3714",2013,"Health: Mortality",35
"3715",2013,"Health: Nutrition",30
"3716",2013,"Health: Population: Dynamics",13
"3717",2013,"Health: Population: Structure",58
"3718",2013,"Health: Reproductive health",16
"3719",2013,"Health: Risk factors",25
"3720",2013,"Health: Universal Health Coverage",11
"3721",2013,"Infrastructure: Communications",15
"3722",2013,"Infrastructure: Technology",13
"3723",2013,"Infrastructure: Transportation",8
"3724",2013,"Poverty: Income distribution",9
"3725",2013,"Poverty: Poverty rates",10
"3726",2013,"Poverty: Shared prosperity",5
"3727",2013,"Private Sector & Trade: Business environment",26
"3728",2013,"Private Sector & Trade: Exports",23
"3729",2013,"Private Sector & Trade: Imports",23
"3730",2013,"Private Sector & Trade: Private infrastructure investment",8
"3731",2013,"Private Sector & Trade: Total merchandise trade",1
"3732",2013,"Private Sector & Trade: Trade price indices",2
"3733",2013,"Private Sector & Trade: Travel & tourism",10
"3734",2013,"Public Sector: Conflict & fragility",6
"3735",2013,"Public Sector: Defense & arms trade",8
"3736",2013,"Public Sector: Government finance",1
"3737",2013,"Public Sector: Government finance: Deficit & financing",10
"3738",2013,"Public Sector: Government finance: Expense",13
"3739",2013,"Public Sector: Government finance: Revenue",22
"3740",2013,"Public Sector: Policy & institutions",59
"3741",2013,"Social Protection & Labor: Economic activity",74
"3742",2013,"Social Protection & Labor: Labor force structure",28
"3743",2013,"Social Protection & Labor: Migration",9
"3744",2013,"Social Protection & Labor: Performance",27
"3745",2013,"Social Protection & Labor: Unemployment",27
"3746",2013,"Trade",23
"3747",2014,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3748",2014,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3749",2014,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3750",2014,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3751",2014,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3752",2014,"Economic Policy & Debt: External debt: Debt outstanding",9
"3753",2014,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3754",2014,"Economic Policy & Debt: External debt: Debt service",5
"3755",2014,"Economic Policy & Debt: External debt: Net flows",20
"3756",2014,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3757",2014,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3758",2014,"Economic Policy & Debt: National accounts: Growth rates",16
"3759",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"3760",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3761",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3762",2014,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3763",2014,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3764",2014,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3765",2014,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3766",2014,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3767",2014,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3768",2014,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3769",2014,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3770",2014,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3771",2014,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3772",2014,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3773",2014,"Economic Policy & Debt: Official development assistance",60
"3774",2014,"Economic Policy & Debt: Purchasing power parity",13
"3775",2014,"Education: Efficiency",21
"3776",2014,"Education: Inputs",42
"3777",2014,"Education: Outcomes",49
"3778",2014,"Education: Participation",44
"3779",2014,"Employment and Time Use",1
"3780",2014,"Environment: Agricultural production",11
"3781",2014,"Environment: Biodiversity & protected areas",3
"3782",2014,"Environment: Density & urbanization",12
"3783",2014,"Environment: Emissions",48
"3784",2014,"Environment: Energy production & use",27
"3785",2014,"Environment: Freshwater",9
"3786",2014,"Environment: Land use",12
"3787",2014,"Environment: Natural resources contribution to GDP",6
"3788",2014,"Financial Sector: Access",13
"3789",2014,"Financial Sector: Assets",14
"3790",2014,"Financial Sector: Capital markets",7
"3791",2014,"Financial Sector: Exchange rates & prices",10
"3792",2014,"Financial Sector: Interest rates",5
"3793",2014,"Financial Sector: Monetary holdings (liabilities)",4
"3794",2014,"Gender: Agency",2
"3795",2014,"Gender: Health",7
"3796",2014,"Gender: Participation & access",2
"3797",2014,"Gender: Public life & decision making",3
"3798",2014,"Health: Disease prevention",27
"3799",2014,"Health: Health systems",23
"3800",2014,"Health: Mortality",35
"3801",2014,"Health: Nutrition",30
"3802",2014,"Health: Population: Dynamics",13
"3803",2014,"Health: Population: Structure",58
"3804",2014,"Health: Reproductive health",16
"3805",2014,"Health: Risk factors",25
"3806",2014,"Health: Universal Health Coverage",11
"3807",2014,"Infrastructure: Communications",15
"3808",2014,"Infrastructure: Technology",13
"3809",2014,"Infrastructure: Transportation",8
"3810",2014,"Poverty: Income distribution",9
"3811",2014,"Poverty: Poverty rates",10
"3812",2014,"Poverty: Shared prosperity",5
"3813",2014,"Private Sector & Trade: Business environment",26
"3814",2014,"Private Sector & Trade: Exports",23
"3815",2014,"Private Sector & Trade: Imports",23
"3816",2014,"Private Sector & Trade: Private infrastructure investment",8
"3817",2014,"Private Sector & Trade: Total merchandise trade",1
"3818",2014,"Private Sector & Trade: Trade facilitation",8
"3819",2014,"Private Sector & Trade: Trade price indices",2
"3820",2014,"Private Sector & Trade: Travel & tourism",10
"3821",2014,"Public Sector: Conflict & fragility",6
"3822",2014,"Public Sector: Defense & arms trade",8
"3823",2014,"Public Sector: Government finance",1
"3824",2014,"Public Sector: Government finance: Deficit & financing",10
"3825",2014,"Public Sector: Government finance: Expense",13
"3826",2014,"Public Sector: Government finance: Revenue",22
"3827",2014,"Public Sector: Policy & institutions",59
"3828",2014,"Social Protection & Labor: Economic activity",74
"3829",2014,"Social Protection & Labor: Labor force structure",28
"3830",2014,"Social Protection & Labor: Migration",9
"3831",2014,"Social Protection & Labor: Performance",27
"3832",2014,"Social Protection & Labor: Unemployment",27
"3833",2014,"Trade",24
"3834",2015,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3835",2015,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3836",2015,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3837",2015,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3838",2015,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3839",2015,"Economic Policy & Debt: External debt: Debt outstanding",9
"3840",2015,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3841",2015,"Economic Policy & Debt: External debt: Debt service",5
"3842",2015,"Economic Policy & Debt: External debt: Net flows",20
"3843",2015,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3844",2015,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3845",2015,"Economic Policy & Debt: National accounts: Growth rates",16
"3846",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"3847",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3848",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3849",2015,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3850",2015,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3851",2015,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3852",2015,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3853",2015,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3854",2015,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3855",2015,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3856",2015,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3857",2015,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3858",2015,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3859",2015,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3860",2015,"Economic Policy & Debt: Official development assistance",60
"3861",2015,"Economic Policy & Debt: Purchasing power parity",13
"3862",2015,"Education: Efficiency",21
"3863",2015,"Education: Inputs",42
"3864",2015,"Education: Outcomes",49
"3865",2015,"Education: Participation",44
"3866",2015,"Employment and Time Use",1
"3867",2015,"Environment: Agricultural production",11
"3868",2015,"Environment: Biodiversity & protected areas",3
"3869",2015,"Environment: Density & urbanization",11
"3870",2015,"Environment: Emissions",48
"3871",2015,"Environment: Energy production & use",27
"3872",2015,"Environment: Freshwater",9
"3873",2015,"Environment: Land use",22
"3874",2015,"Environment: Natural resources contribution to GDP",6
"3875",2015,"Financial Sector: Access",4
"3876",2015,"Financial Sector: Assets",14
"3877",2015,"Financial Sector: Capital markets",7
"3878",2015,"Financial Sector: Exchange rates & prices",10
"3879",2015,"Financial Sector: Interest rates",5
"3880",2015,"Financial Sector: Monetary holdings (liabilities)",4
"3881",2015,"Gender: Agency",2
"3882",2015,"Gender: Health",7
"3883",2015,"Gender: Participation & access",2
"3884",2015,"Gender: Public life & decision making",3
"3885",2015,"Health",2
"3886",2015,"Health: Disease prevention",26
"3887",2015,"Health: Health systems",23
"3888",2015,"Health: Mortality",35
"3889",2015,"Health: Nutrition",30
"3890",2015,"Health: Population: Dynamics",13
"3891",2015,"Health: Population: Structure",58
"3892",2015,"Health: Reproductive health",16
"3893",2015,"Health: Risk factors",31
"3894",2015,"Health: Universal Health Coverage",12
"3895",2015,"Infrastructure: Communications",15
"3896",2015,"Infrastructure: Technology",13
"3897",2015,"Infrastructure: Transportation",8
"3898",2015,"Poverty: Income distribution",9
"3899",2015,"Poverty: Poverty rates",10
"3900",2015,"Poverty: Shared prosperity",5
"3901",2015,"Private Sector & Trade: Business environment",26
"3902",2015,"Private Sector & Trade: Exports",23
"3903",2015,"Private Sector & Trade: Imports",23
"3904",2015,"Private Sector & Trade: Private infrastructure investment",8
"3905",2015,"Private Sector & Trade: Total merchandise trade",1
"3906",2015,"Private Sector & Trade: Trade price indices",2
"3907",2015,"Private Sector & Trade: Travel & tourism",10
"3908",2015,"Public Sector: Conflict & fragility",6
"3909",2015,"Public Sector: Defense & arms trade",8
"3910",2015,"Public Sector: Government finance",1
"3911",2015,"Public Sector: Government finance: Deficit & financing",10
"3912",2015,"Public Sector: Government finance: Expense",13
"3913",2015,"Public Sector: Government finance: Revenue",22
"3914",2015,"Public Sector: Policy & institutions",60
"3915",2015,"Social Protection & Labor: Economic activity",74
"3916",2015,"Social Protection & Labor: Labor force structure",28
"3917",2015,"Social Protection & Labor: Migration",11
"3918",2015,"Social Protection & Labor: Performance",27
"3919",2015,"Social Protection & Labor: Unemployment",27
"3920",2015,"Trade",23
"3921",2016,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3922",2016,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3923",2016,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3924",2016,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3925",2016,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3926",2016,"Economic Policy & Debt: External debt: Debt outstanding",9
"3927",2016,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3928",2016,"Economic Policy & Debt: External debt: Debt service",5
"3929",2016,"Economic Policy & Debt: External debt: Net flows",20
"3930",2016,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3931",2016,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3932",2016,"Economic Policy & Debt: National accounts: Growth rates",16
"3933",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"3934",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3935",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3936",2016,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3937",2016,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3938",2016,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3939",2016,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3940",2016,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3941",2016,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3942",2016,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3943",2016,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3944",2016,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3945",2016,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3946",2016,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3947",2016,"Economic Policy & Debt: Official development assistance",61
"3948",2016,"Economic Policy & Debt: Purchasing power parity",13
"3949",2016,"Education: Efficiency",21
"3950",2016,"Education: Inputs",42
"3951",2016,"Education: Outcomes",49
"3952",2016,"Education: Participation",44
"3953",2016,"Employment and Time Use",1
"3954",2016,"Environment: Agricultural production",11
"3955",2016,"Environment: Biodiversity & protected areas",3
"3956",2016,"Environment: Density & urbanization",12
"3957",2016,"Environment: Emissions",48
"3958",2016,"Environment: Energy production & use",27
"3959",2016,"Environment: Freshwater",9
"3960",2016,"Environment: Land use",12
"3961",2016,"Environment: Natural resources contribution to GDP",6
"3962",2016,"Financial Sector: Access",6
"3963",2016,"Financial Sector: Assets",14
"3964",2016,"Financial Sector: Capital markets",7
"3965",2016,"Financial Sector: Exchange rates & prices",10
"3966",2016,"Financial Sector: Interest rates",5
"3967",2016,"Financial Sector: Monetary holdings (liabilities)",4
"3968",2016,"Gender: Agency",2
"3969",2016,"Gender: Health",7
"3970",2016,"Gender: Participation & access",2
"3971",2016,"Gender: Public life & decision making",3
"3972",2016,"Health",2
"3973",2016,"Health: Disease prevention",25
"3974",2016,"Health: Health systems",23
"3975",2016,"Health: Mortality",35
"3976",2016,"Health: Nutrition",30
"3977",2016,"Health: Population: Dynamics",13
"3978",2016,"Health: Population: Structure",58
"3979",2016,"Health: Reproductive health",16
"3980",2016,"Health: Risk factors",25
"3981",2016,"Health: Universal Health Coverage",11
"3982",2016,"Infrastructure: Communications",15
"3983",2016,"Infrastructure: Technology",13
"3984",2016,"Infrastructure: Transportation",8
"3985",2016,"Poverty: Income distribution",9
"3986",2016,"Poverty: Poverty rates",10
"3987",2016,"Poverty: Shared prosperity",5
"3988",2016,"Private Sector & Trade: Business environment",26
"3989",2016,"Private Sector & Trade: Exports",23
"3990",2016,"Private Sector & Trade: Imports",23
"3991",2016,"Private Sector & Trade: Private infrastructure investment",8
"3992",2016,"Private Sector & Trade: Total merchandise trade",1
"3993",2016,"Private Sector & Trade: Trade facilitation",8
"3994",2016,"Private Sector & Trade: Trade price indices",2
"3995",2016,"Private Sector & Trade: Travel & tourism",10
"3996",2016,"Public Sector: Conflict & fragility",6
"3997",2016,"Public Sector: Defense & arms trade",8
"3998",2016,"Public Sector: Government finance",1
"3999",2016,"Public Sector: Government finance: Deficit & financing",10
"4000",2016,"Public Sector: Government finance: Expense",13
"4001",2016,"Public Sector: Government finance: Revenue",22
"4002",2016,"Public Sector: Policy & institutions",63
"4003",2016,"Social Protection & Labor: Economic activity",74
"4004",2016,"Social Protection & Labor: Labor force structure",28
"4005",2016,"Social Protection & Labor: Migration",9
"4006",2016,"Social Protection & Labor: Performance",27
"4007",2016,"Social Protection & Labor: Unemployment",27
"4008",2016,"Trade",24
"4009",2017,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4010",2017,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4011",2017,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4012",2017,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4013",2017,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4014",2017,"Economic Policy & Debt: External debt: Debt outstanding",9
"4015",2017,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"4016",2017,"Economic Policy & Debt: External debt: Debt service",5
"4017",2017,"Economic Policy & Debt: External debt: Net flows",20
"4018",2017,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4019",2017,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4020",2017,"Economic Policy & Debt: National accounts: Growth rates",16
"4021",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4022",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4023",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4024",2017,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4025",2017,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4026",2017,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4027",2017,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4028",2017,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"4029",2017,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"4030",2017,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"4031",2017,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"4032",2017,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"4033",2017,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"4034",2017,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"4035",2017,"Economic Policy & Debt: Official development assistance",61
"4036",2017,"Economic Policy & Debt: Purchasing power parity",13
"4037",2017,"Education: Efficiency",21
"4038",2017,"Education: Inputs",42
"4039",2017,"Education: Outcomes",49
"4040",2017,"Education: Participation",44
"4041",2017,"Employment and Time Use",1
"4042",2017,"Environment: Agricultural production",11
"4043",2017,"Environment: Biodiversity & protected areas",3
"4044",2017,"Environment: Density & urbanization",11
"4045",2017,"Environment: Emissions",48
"4046",2017,"Environment: Energy production & use",27
"4047",2017,"Environment: Freshwater",9
"4048",2017,"Environment: Land use",12
"4049",2017,"Environment: Natural resources contribution to GDP",6
"4050",2017,"Financial Sector: Access",15
"4051",2017,"Financial Sector: Assets",14
"4052",2017,"Financial Sector: Capital markets",7
"4053",2017,"Financial Sector: Exchange rates & prices",10
"4054",2017,"Financial Sector: Interest rates",5
"4055",2017,"Financial Sector: Monetary holdings (liabilities)",4
"4056",2017,"Gender: Agency",2
"4057",2017,"Gender: Health",7
"4058",2017,"Gender: Participation & access",2
"4059",2017,"Gender: Public life & decision making",3
"4060",2017,"Health",2
"4061",2017,"Health: Disease prevention",25
"4062",2017,"Health: Health systems",22
"4063",2017,"Health: Mortality",35
"4064",2017,"Health: Nutrition",30
"4065",2017,"Health: Population: Dynamics",13
"4066",2017,"Health: Population: Structure",58
"4067",2017,"Health: Reproductive health",16
"4068",2017,"Health: Risk factors",25
"4069",2017,"Health: Universal Health Coverage",12
"4070",2017,"Infrastructure: Communications",15
"4071",2017,"Infrastructure: Technology",13
"4072",2017,"Infrastructure: Transportation",8
"4073",2017,"Poverty: Income distribution",9
"4074",2017,"Poverty: Poverty rates",10
"4075",2017,"Poverty: Shared prosperity",5
"4076",2017,"Private Sector & Trade: Business environment",26
"4077",2017,"Private Sector & Trade: Exports",23
"4078",2017,"Private Sector & Trade: Imports",23
"4079",2017,"Private Sector & Trade: Private infrastructure investment",8
"4080",2017,"Private Sector & Trade: Total merchandise trade",1
"4081",2017,"Private Sector & Trade: Trade price indices",2
"4082",2017,"Private Sector & Trade: Travel & tourism",10
"4083",2017,"Public Sector: Conflict & fragility",6
"4084",2017,"Public Sector: Defense & arms trade",8
"4085",2017,"Public Sector: Government finance",1
"4086",2017,"Public Sector: Government finance: Deficit & financing",10
"4087",2017,"Public Sector: Government finance: Expense",13
"4088",2017,"Public Sector: Government finance: Revenue",22
"4089",2017,"Public Sector: Policy & institutions",72
"4090",2017,"Social Protection & Labor: Economic activity",41
"4091",2017,"Social Protection & Labor: Labor force structure",28
"4092",2017,"Social Protection & Labor: Migration",9
"4093",2017,"Social Protection & Labor: Performance",27
"4094",2017,"Social Protection & Labor: Unemployment",27
"4095",2017,"Trade",23
"4096",2018,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"4097",2018,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"4098",2018,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"4099",2018,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"4100",2018,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"4101",2018,"Economic Policy & Debt: External debt: Debt outstanding",9
"4102",2018,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"4103",2018,"Economic Policy & Debt: External debt: Debt service",5
"4104",2018,"Economic Policy & Debt: External debt: Net flows",20
"4105",2018,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"4106",2018,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"4107",2018,"Economic Policy & Debt: National accounts: Growth rates",16
"4108",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",7
"4109",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"4110",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"4111",2018,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"4112",2018,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"4113",2018,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"4114",2018,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"4115",2018,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
